"No.","Time","Source","Destination","Protocol","Length","Info"
"12","0.054928034","192.168.109.2","192.168.109.131","DNS","542","Standard query response 0x8de4 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2401:a100:3:4::b757:977d AAAA 2401:a100:3:4::b757:9763 NS n5dscd.akamai.net NS n2dscd.akamai.net NS n1dscd.akamai.net NS n6dscd.akamai.net NS n7dscd.akamai.net NS n0dscd.akamai.net NS n3dscd.akamai.net NS n4dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124"
"13","2.253045882","192.168.109.131","103.243.115.112","TCP","74","55406  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3731682737 TSecr=0 WS=128"
"14","2.265926458","103.243.115.112","192.168.109.131","TCP","60","80  >  55406 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"15","2.265994010","192.168.109.131","103.243.115.112","TCP","54","55406  >  80 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"16","2.282224898","192.168.109.131","103.243.115.112","HTTP","350","GET /success.txt HTTP/1.1 "
"17","2.287392833","103.243.115.112","192.168.109.131","TCP","60","80  >  55406 [ACK] Seq=1 Ack=297 Win=64240 Len=0"
"18","2.311858071","103.243.115.112","192.168.109.131","HTTP","438","HTTP/1.1 200 OK  (text/plain)"
"19","2.311892728","192.168.109.131","103.243.115.112","TCP","54","55406  >  80 [ACK] Seq=297 Ack=385 Win=3842048 Len=0"
"20","2.328718072","192.168.109.131","192.168.109.2","DNS","71","Standard query 0xd970 A mozilla.org"
"21","2.333172277","192.168.109.131","103.243.115.112","TCP","74","55408  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3731682817 TSecr=0 WS=128"
"22","2.333851062","192.168.109.131","192.168.109.2","DNS","71","Standard query 0x93a4 A mozilla.org"
"23","2.334662094","192.168.109.131","192.168.109.2","DNS","71","Standard query 0x4e21 AAAA mozilla.org"
"24","2.335694315","192.168.109.2","192.168.109.131","DNS","272","Standard query response 0xd970 A mozilla.org A 63.245.208.195 NS ns5-65.akam.net NS ns4-64.akam.net NS ns1-240.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"25","2.337448195","192.168.109.131","192.168.109.2","DNS","84","Standard query 0xc7ac A detectportal.firefox.com"
"26","2.337770202","103.243.115.112","192.168.109.131","TCP","60","80  >  55408 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"27","2.338014803","192.168.109.131","103.243.115.112","TCP","54","55408  >  80 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"28","2.339978593","192.168.109.2","192.168.109.131","DNS","272","Standard query response 0x93a4 A mozilla.org A 63.245.208.195 NS ns1-240.akam.net NS ns5-65.akam.net NS ns4-64.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"29","2.340104061","192.168.109.2","192.168.109.131","DNS","151","Standard query response 0x4e21 AAAA mozilla.org SOA infoblox1.private.mdc2.mozilla.com"
"30","2.343161059","192.168.109.2","192.168.109.131","DNS","550","Standard query response 0xc7ac A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net A 103.243.115.107 A 103.243.115.112 NS n5dscd.akamai.net NS n4dscd.akamai.net NS n2dscd.akamai.net NS n3dscd.akamai.net NS n7dscd.akamai.net NS n6dscd.akamai.net NS n1dscd.akamai.net NS n0dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124 A 183.87.151.108 A 183.87.151.109"
"31","2.253045882","192.168.109.131","103.243.115.112","TCP","76","[TCP Retransmission] 55406  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3731682737 TSecr=0 WS=128"
"32","2.265926458","103.243.115.112","192.168.109.131","TCP","62","[TCP Retransmission] 80  >  55406 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"33","2.265994010","192.168.109.131","103.243.115.112","TCP","56","55406  >  80 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"34","2.282224898","192.168.109.131","103.243.115.112","TCP","352","[TCP Retransmission] 55406  >  80 [PSH, ACK] Seq=1 Ack=1 Win=3737600 Len=296"
"35","2.287392833","103.243.115.112","192.168.109.131","TCP","62","80  >  55406 [ACK] Seq=1 Ack=297 Win=64240 Len=0"
"36","2.311858071","103.243.115.112","192.168.109.131","TCP","440","[TCP Retransmission] 80  >  55406 [PSH, ACK] Seq=1 Ack=297 Win=64240 Len=384"
"37","2.311892728","192.168.109.131","103.243.115.112","TCP","56","55406  >  80 [ACK] Seq=297 Ack=385 Win=3842048 Len=0"
"38","2.328616371","127.0.0.1","127.0.1.1","DNS","73","Standard query 0x58b5 A mozilla.org"
"39","2.328718072","192.168.109.131","192.168.109.2","DNS","73","Standard query 0xd970 A mozilla.org"
"40","2.333172277","192.168.109.131","103.243.115.112","TCP","76","[TCP Out-Of-Order] 55408  >  80 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3731682817 TSecr=0 WS=128"
"41","2.333791412","127.0.0.1","127.0.1.1","DNS","73","Standard query 0x7cc6 A mozilla.org"
"42","2.333851062","192.168.109.131","192.168.109.2","DNS","73","Standard query 0x93a4 A mozilla.org"
"43","2.334608756","127.0.0.1","127.0.1.1","DNS","73","Standard query 0x9b88 AAAA mozilla.org"
"44","2.334662094","192.168.109.131","192.168.109.2","DNS","73","Standard query 0x4e21 AAAA mozilla.org"
"45","2.335694315","192.168.109.2","192.168.109.131","DNS","274","Standard query response 0xd970 A mozilla.org A 63.245.208.195 NS ns5-65.akam.net NS ns4-64.akam.net NS ns1-240.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"46","2.336000286","127.0.1.1","127.0.0.1","DNS","274","Standard query response 0x58b5 A mozilla.org A 63.245.208.195 NS ns5-65.akam.net NS ns4-64.akam.net NS ns1-240.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"47","2.336753013","127.0.0.1","127.0.1.1","DNS","86","Standard query 0x20e1 A detectportal.firefox.com"
"48","2.337448195","192.168.109.131","192.168.109.2","DNS","86","Standard query 0xc7ac A detectportal.firefox.com"
"49","2.337770202","103.243.115.112","192.168.109.131","TCP","62","[TCP Out-Of-Order] 80  >  55408 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"50","2.338014803","192.168.109.131","103.243.115.112","TCP","56","55408  >  80 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"51","2.339978593","192.168.109.2","192.168.109.131","DNS","274","Standard query response 0x93a4 A mozilla.org A 63.245.208.195 NS ns1-240.akam.net NS ns5-65.akam.net NS ns4-64.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"52","2.340104061","192.168.109.2","192.168.109.131","DNS","153","Standard query response 0x4e21 AAAA mozilla.org SOA infoblox1.private.mdc2.mozilla.com"
"53","2.341968855","127.0.1.1","127.0.0.1","DNS","274","Standard query response 0x7cc6 A mozilla.org A 63.245.208.195 NS ns1-240.akam.net NS ns5-65.akam.net NS ns4-64.akam.net NS ns7-66.akam.net A 84.53.139.64 A 184.85.248.65 A 96.7.49.66 A 193.108.91.240 AAAA 2600:1401:2::f0"
"54","2.341984319","127.0.1.1","127.0.0.1","DNS","153","Standard query response 0x9b88 AAAA mozilla.org SOA infoblox1.private.mdc2.mozilla.com"
"55","2.343161059","192.168.109.2","192.168.109.131","DNS","552","Standard query response 0xc7ac A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net A 103.243.115.107 A 103.243.115.112 NS n5dscd.akamai.net NS n4dscd.akamai.net NS n2dscd.akamai.net NS n3dscd.akamai.net NS n7dscd.akamai.net NS n6dscd.akamai.net NS n1dscd.akamai.net NS n0dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124 A 183.87.151.108 A 183.87.151.109"
"56","2.349065218","192.168.109.131","103.243.115.112","HTTP","355","GET /success.txt?ipv4 HTTP/1.1 "
"57","2.349227317","192.168.109.131","192.168.109.2","DNS","84","Standard query 0x92f1 AAAA detectportal.firefox.com"
"58","2.349600720","103.243.115.112","192.168.109.131","TCP","60","80  >  55408 [ACK] Seq=1 Ack=302 Win=64240 Len=0"
"59","2.359638573","192.168.109.2","192.168.109.131","DNS","542","Standard query response 0x92f1 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2401:a100:3:4::b757:977d AAAA 2401:a100:3:4::b757:9763 NS n4dscd.akamai.net NS n6dscd.akamai.net NS n2dscd.akamai.net NS n0dscd.akamai.net NS n5dscd.akamai.net NS n3dscd.akamai.net NS n1dscd.akamai.net NS n7dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124"
"60","2.360155503","103.243.115.112","192.168.109.131","HTTP","438","HTTP/1.1 200 OK  (text/plain)"
"61","2.360166627","192.168.109.131","103.243.115.112","TCP","54","55408  >  80 [ACK] Seq=302 Ack=385 Win=3842048 Len=0"
"62","2.343535668","127.0.1.1","127.0.0.1","DNS","552","Standard query response 0x20e1 A detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net A 103.243.115.107 A 103.243.115.112 NS n5dscd.akamai.net NS n4dscd.akamai.net NS n2dscd.akamai.net NS n3dscd.akamai.net NS n7dscd.akamai.net NS n6dscd.akamai.net NS n1dscd.akamai.net NS n0dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124 A 183.87.151.108 A 183.87.151.109"
"63","2.349065218","192.168.109.131","103.243.115.112","HTTP","357","[TCP Spurious Retransmission] GET /success.txt?ipv4 HTTP/1.1 "
"64","2.349184832","127.0.0.1","127.0.1.1","DNS","86","Standard query 0x8a29 AAAA detectportal.firefox.com"
"65","2.349227317","192.168.109.131","192.168.109.2","DNS","86","Standard query 0x92f1 AAAA detectportal.firefox.com"
"66","2.349600720","103.243.115.112","192.168.109.131","TCP","62","80  >  55408 [ACK] Seq=1 Ack=302 Win=64240 Len=0"
"67","2.359638573","192.168.109.2","192.168.109.131","DNS","544","Standard query response 0x92f1 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2401:a100:3:4::b757:977d AAAA 2401:a100:3:4::b757:9763 NS n4dscd.akamai.net NS n6dscd.akamai.net NS n2dscd.akamai.net NS n0dscd.akamai.net NS n5dscd.akamai.net NS n3dscd.akamai.net NS n1dscd.akamai.net NS n7dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124"
"68","2.359768543","127.0.1.1","127.0.0.1","DNS","544","Standard query response 0x8a29 AAAA detectportal.firefox.com CNAME detectportal.prod.mozaws.net CNAME detectportal.firefox.com-v2.edgesuite.net CNAME a1089.dscd.akamai.net AAAA 2401:a100:3:4::b757:977d AAAA 2401:a100:3:4::b757:9763 NS n4dscd.akamai.net NS n6dscd.akamai.net NS n2dscd.akamai.net NS n0dscd.akamai.net NS n5dscd.akamai.net NS n3dscd.akamai.net NS n1dscd.akamai.net NS n7dscd.akamai.net A 88.221.81.192 AAAA 2600:1480:e800::c0 A 103.243.115.103 A 103.243.115.101 A 183.87.151.110 A 183.87.151.124"
"69","2.360155503","103.243.115.112","192.168.109.131","TCP","440","[TCP Retransmission] 80  >  55408 [PSH, ACK] Seq=1 Ack=302 Win=64240 Len=384"
"70","2.360166627","192.168.109.131","103.243.115.112","TCP","56","55408  >  80 [ACK] Seq=302 Ack=385 Win=3842048 Len=0"
"71","15.890260778","192.168.109.131","103.243.115.112","TCP","54","[TCP Keep-Alive] 55408  >  80 [ACK] Seq=301 Ack=385 Win=3842048 Len=0"
"72","15.890316904","192.168.109.131","103.243.115.112","TCP","54","[TCP Keep-Alive] 55406  >  80 [ACK] Seq=296 Ack=385 Win=3842048 Len=0"
"73","15.890260778","192.168.109.131","103.243.115.112","TCP","56","[TCP Keep-Alive] 55408  >  80 [ACK] Seq=301 Ack=385 Win=3842048 Len=0"
"74","15.890316904","192.168.109.131","103.243.115.112","TCP","56","[TCP Keep-Alive] 55406  >  80 [ACK] Seq=296 Ack=385 Win=3842048 Len=0"
"75","16.890619286","127.0.0.1","127.0.1.1","DNS","87","Standard query 0x0141 A push.services.mozilla.com"
"76","16.890661408","192.168.109.131","192.168.109.2","DNS","87","Standard query 0x400d A push.services.mozilla.com"
"77","16.890719727","127.0.0.1","127.0.1.1","DNS","87","Standard query 0x3105 AAAA push.services.mozilla.com"
"78","16.890733101","192.168.109.131","192.168.109.2","DNS","87","Standard query 0x01c7 AAAA push.services.mozilla.com"
"79","16.895986983","192.168.109.2","192.168.109.131","DNS","207","Standard query response 0x01c7 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"80","16.896004639","192.168.109.2","192.168.109.131","DNS","451","Standard query response 0x400d A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 52.11.35.6 NS ns-1260.awsdns-29.org NS ns-377.awsdns-47.com NS ns-1986.awsdns-56.co.uk NS ns-614.awsdns-12.net A 205.251.193.121 AAAA 2600:9000:5301:7900::1 A 205.251.194.102 AAAA 2600:9000:5302:6600::1 A 205.251.196.236 AAAA 2600:9000:5304:ec00::1 A 205.251.199.194 AAAA 2600:9000:5307:c200::1"
"81","16.896062300","127.0.1.1","127.0.0.1","DNS","207","Standard query response 0x3105 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"82","16.896079785","127.0.1.1","127.0.0.1","DNS","451","Standard query response 0x0141 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 52.11.35.6 NS ns-1260.awsdns-29.org NS ns-377.awsdns-47.com NS ns-1986.awsdns-56.co.uk NS ns-614.awsdns-12.net A 205.251.193.121 AAAA 2600:9000:5301:7900::1 A 205.251.194.102 AAAA 2600:9000:5302:6600::1 A 205.251.196.236 AAAA 2600:9000:5304:ec00::1 A 205.251.199.194 AAAA 2600:9000:5307:c200::1"
"83","16.903012134","127.0.0.1","127.0.1.1","DNS","97","Standard query 0x2363 A content-signature-2.cdn.mozilla.net"
"84","16.903050067","192.168.109.131","192.168.109.2","DNS","97","Standard query 0xa483 A content-signature-2.cdn.mozilla.net"
"85","16.903108186","127.0.0.1","127.0.1.1","DNS","97","Standard query 0x2bbc AAAA content-signature-2.cdn.mozilla.net"
"86","16.903121700","192.168.109.131","192.168.109.2","DNS","97","Standard query 0x43cd AAAA content-signature-2.cdn.mozilla.net"
"87","16.907373948","192.168.109.2","192.168.109.131","DNS","514","Standard query response 0xa483 A content-signature-2.cdn.mozilla.net CNAME d2nxq2uap88usk.cloudfront.net A 13.227.143.102 A 13.227.143.34 A 13.227.143.44 A 13.227.143.59 NS ns-1295.awsdns-33.org NS ns-704.awsdns-24.net NS ns-1811.awsdns-34.co.uk NS ns-365.awsdns-45.com A 205.251.193.109 AAAA 2600:9000:5301:6d00::1 A 205.251.194.192 AAAA 2600:9000:5302:c000::1 A 205.251.197.15 AAAA 2600:9000:5305:f00::1 A 205.251.199.19 AAAA 2600:9000:5307:1300::1"
"88","16.907429899","127.0.1.1","127.0.0.1","DNS","514","Standard query response 0x2363 A content-signature-2.cdn.mozilla.net CNAME d2nxq2uap88usk.cloudfront.net A 13.227.143.102 A 13.227.143.34 A 13.227.143.44 A 13.227.143.59 NS ns-1295.awsdns-33.org NS ns-704.awsdns-24.net NS ns-1811.awsdns-34.co.uk NS ns-365.awsdns-45.com A 205.251.193.109 AAAA 2600:9000:5301:6d00::1 A 205.251.194.192 AAAA 2600:9000:5302:c000::1 A 205.251.197.15 AAAA 2600:9000:5305:f00::1 A 205.251.199.19 AAAA 2600:9000:5307:1300::1"
"89","16.907538332","192.168.109.2","192.168.109.131","DNS","542","Standard query response 0x43cd AAAA content-signature-2.cdn.mozilla.net CNAME d2nxq2uap88usk.cloudfront.net AAAA 2600:9000:21f0:aa00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:b400:a:da5e:7900:93a1 AAAA 2600:9000:21f0:be00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:1600:a:da5e:7900:93a1 AAAA 2600:9000:21f0:2800:a:da5e:7900:93a1 AAAA 2600:9000:21f0:5000:a:da5e:7900:93a1 AAAA 2600:9000:21f0:8c00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:9e00:a:da5e:7900:93a1 NS ns-1295.awsdns-33.org NS ns-704.awsdns-24.net NS ns-365.awsdns-45.com NS ns-1811.awsdns-34.co.uk A 205.251.193.109 AAAA 2600:9000:5301:6d00::1"
"90","16.907562096","127.0.1.1","127.0.0.1","DNS","542","Standard query response 0x2bbc AAAA content-signature-2.cdn.mozilla.net CNAME d2nxq2uap88usk.cloudfront.net AAAA 2600:9000:21f0:aa00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:b400:a:da5e:7900:93a1 AAAA 2600:9000:21f0:be00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:1600:a:da5e:7900:93a1 AAAA 2600:9000:21f0:2800:a:da5e:7900:93a1 AAAA 2600:9000:21f0:5000:a:da5e:7900:93a1 AAAA 2600:9000:21f0:8c00:a:da5e:7900:93a1 AAAA 2600:9000:21f0:9e00:a:da5e:7900:93a1 NS ns-1295.awsdns-33.org NS ns-704.awsdns-24.net NS ns-365.awsdns-45.com NS ns-1811.awsdns-34.co.uk A 205.251.193.109 AAAA 2600:9000:5301:6d00::1"
"91","16.917596720","192.168.109.131","13.227.143.102","TCP","76","35352  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=124470734 TSecr=0 WS=128"
"92","16.927120731","127.0.0.1","127.0.1.1","DNS","87","Standard query 0xc7c3 A push.services.mozilla.com"
"93","16.927158362","192.168.109.131","192.168.109.2","DNS","87","Standard query 0xb14a A push.services.mozilla.com"
"94","16.927321858","127.0.0.1","127.0.1.1","DNS","87","Standard query 0x3668 AAAA push.services.mozilla.com"
"95","16.927339248","192.168.109.131","192.168.109.2","DNS","87","Standard query 0x020a AAAA push.services.mozilla.com"
"96","16.928129316","13.227.143.102","192.168.109.131","TCP","62","443  >  35352 [SYN, ACK] Seq=0 Ack=1 Win=64240 Len=0 MSS=1460"
"97","16.928157751","192.168.109.131","13.227.143.102","TCP","56","35352  >  443 [ACK] Seq=1 Ack=1 Win=3737600 Len=0"
"98","16.928896183","192.168.109.131","13.227.143.102","TLSv1.2","573","Client Hello"
"99","16.929106022","13.227.143.102","192.168.109.131","TCP","62","443  >  35352 [ACK] Seq=1 Ack=518 Win=64240 Len=0"
"100","16.933956627","192.168.109.2","192.168.109.131","DNS","451","Standard query response 0xb14a A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 52.11.35.6 NS ns-377.awsdns-47.com NS ns-1986.awsdns-56.co.uk NS ns-614.awsdns-12.net NS ns-1260.awsdns-29.org A 205.251.193.121 AAAA 2600:9000:5301:7900::1 A 205.251.194.102 AAAA 2600:9000:5302:6600::1 A 205.251.196.236 AAAA 2600:9000:5304:ec00::1 A 205.251.199.194 AAAA 2600:9000:5307:c200::1"
"101","16.934014191","127.0.1.1","127.0.0.1","DNS","451","Standard query response 0xc7c3 A push.services.mozilla.com CNAME autopush.prod.mozaws.net A 52.11.35.6 NS ns-377.awsdns-47.com NS ns-1986.awsdns-56.co.uk NS ns-614.awsdns-12.net NS ns-1260.awsdns-29.org A 205.251.193.121 AAAA 2600:9000:5301:7900::1 A 205.251.194.102 AAAA 2600:9000:5302:6600::1 A 205.251.196.236 AAAA 2600:9000:5304:ec00::1 A 205.251.199.194 AAAA 2600:9000:5307:c200::1"
"102","16.936845059","192.168.109.2","192.168.109.131","DNS","207","Standard query response 0x020a AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"103","16.936898129","127.0.1.1","127.0.0.1","DNS","207","Standard query response 0x3668 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
"104","16.937087576","192.168.109.131","52.11.35.6","TCP","76","41690  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4229127143 TSecr=0 WS=128"
"105","16.942034966","13.227.143.102","192.168.109.131","TLSv1.2","3502","Server Hello, Certificate, Certificate Status, Server Key Exchange, Server Hello Done"
"106","16.942060017","192.168.109.131","13.227.143.102","TCP","56","35352  >  443 [ACK] Seq=518 Ack=3447 Win=4485120 Len=0"
"107","16.945831068","192.168.109.131","13.227.143.102","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"108","16.946031095","13.227.143.102","192.168.109.131","TCP","62","443  >  35352 [ACK] Seq=3447 Ack=644 Win=64240 Len=0"
"109","16.955947188","13.227.143.102","192.168.109.131","TLSv1.2","383","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message, Application Data"
"110","16.999555717","192.168.109.131","13.227.143.102","TCP","56","35352  >  443 [ACK] Seq=644 Ack=3774 Win=4858880 Len=0"
"111","17.031756026","192.168.109.131","103.243.115.112","TCP","56","[TCP Keep-Alive] 55406  >  80 [ACK] Seq=296 Ack=385 Win=3842048 Len=0"
"112","17.031824029","192.168.109.131","103.243.115.112","TCP","56","[TCP Keep-Alive] 55408  >  80 [ACK] Seq=301 Ack=385 Win=3842048 Len=0"
"113","17.031983330","103.243.115.112","192.168.109.131","TCP","62","[TCP Keep-Alive ACK] 80  >  55406 [ACK] Seq=385 Ack=297 Win=64240 Len=0"
"114","17.031990404","103.243.115.112","192.168.109.131","TCP","62","[TCP Keep-Alive ACK] 80  >  55408 [ACK] Seq=385 Ack=302 Win=64240 Len=0"
"115","16.890661408","192.168.109.131","192.168.109.2","DNS","85","Standard query 0x400d A push.services.mozilla.com"
"116","16.890733101","192.168.109.131","192.168.109.2","DNS","85","Standard query 0x01c7 AAAA push.services.mozilla.com"
"117","16.895986983","192.168.109.2","192.168.109.131","DNS","205","Standard query response 0x01c7 AAAA push.services.mozilla.com CNAME autopush.prod.mozaws.net SOA ns-1260.awsdns-29.org"
